1y Target Est,52 Week Range,Ask,Avg. Volume,Beta (5Y Monthly),Bid,Day's Range,EPS (TTM),Earnings Date,Ex-Dividend Date,Forward Dividend & Yield,Market Cap,Open,PE Ratio (TTM),Previous Close,Quote Price,Volume
316.95,190.30 - 331.75,330.90 x 1200,46019776.0,1.17,330.91 x 1300,323.26 - 331.75,12.73,"Jul 28, 2020 - Aug 03, 2020","May 08, 2020",3.28 (1.02%),1.437T,323.35,26.04,322.32,331.5,34312550.0
